sp,total_demand,mean_demand,std_demand,n_days,cv,cum_share,ABC,XYZ,Segment
940076,80.56,0.8951111,0.3993738,90,0.44617233,0.6100525,A,X,AX
6210774,80.56,0.8951111,0.41758332,90,0.46651563,0.61007047,A,X,AX
7680541,80.55,0.89500004,0.7853651,90,0.87750286,0.61008835,A,Y,AY
460554,80.55,0.89500004,0.4512187,90,0.5041549,0.6101063,A,Y,AY
5030656,80.52,0.8946666,0.38937345,90,0.43521625,0.6101242,A,X,AX
1280578,80.5,0.89444447,0.4031787,90,0.45075879,0.6101421,A,X,AX
1390694,80.5,0.89444447,0.75808173,90,0.8475448,0.61016,A,Y,AY
1830635,80.5,0.89444447,0.47625908,90,0.53246355,0.61017793,A,Y,AY
2460783,80.5,0.89444447,0.46382898,90,0.51856655,0.6101958,A,Y,AY
2360422,80.5,0.89444447,0.7313772,90,0.81768876,0.61021376,A,Y,AY
3550129,80.5,0.89444447,0.8100993,90,0.90570104,0.6102317,A,Y,AY
3850749,80.5,0.89444447,0.48860294,90,0.5462641,0.6102496,A,Y,AY
810370,80.5,0.89444447,0.36423263,90,0.4072166,0.6102675,A,X,AX
4560596,80.5,0.89444447,0.4412345,90,0.49330565,0.6102854,A,X,AX
2290411,80.5,0.89444447,0.5798801,90,0.64831316,0.61030334,A,Y,AY
6720129,80.5,0.89444447,0.95109177,90,1.0633324,0.6103212,A,Z,AZ
910214,80.5,0.89444447,0.37993526,90,0.42477232,0.61033916,A,X,AX
5350006,80.5,0.89444447,0.5974404,90,0.6679458,0.61035705,A,Y,AY
1900097,80.5,0.89444447,0.34129992,90,0.38157755,0.610375,A,X,AX
4460422,80.5,0.89444447,0.6208658,90,0.69413567,0.61039287,A,Y,AY
4180699,80.5,0.89444447,0.4643132,90,0.51910794,0.6104108,A,Y,AY
7400223,80.5,0.89444447,0.355174,90,0.39708894,0.61042875,A,X,AX
4690387,80.5,0.89444447,0.46696752,90,0.5220755,0.61044663,A,Y,AY
590769,80.5,0.89444447,0.33364218,90,0.3730161,0.6104646,A,X,AX
4670122,80.49,0.8943333,0.5549553,90,0.62052405,0.61048245,A,Y,AY
1540344,80.48,0.89422226,0.25221258,90,0.28204685,0.6105004,A,X,AX
3170860,80.479996,0.8942222,1.2053038,90,1.3478795,0.6105183,A,Z,AZ
5770715,80.47,0.8941111,0.34140784,90,0.3818405,0.6105362,A,X,AX
1970310,80.47,0.8941111,0.339626,90,0.37984768,0.6105541,A,X,AX
8290631,80.46,0.894,0.31966555,90,0.35756773,0.61057204,A,X,AX
3560116,80.46,0.894,0.41701937,90,0.4664646,0.6105899,A,X,AX
8250309,80.46,0.894,0.76839507,90,0.8595023,0.61060786,A,Y,AY
640638,80.44,0.8937778,0.35822776,90,0.4008018,0.6106258,A,X,AX
460026,80.43,0.8936667,0.4199691,90,0.46993932,0.6106437,A,X,AX
1940414,80.43,0.8936667,0.3361696,90,0.37616888,0.6106616,A,X,AX
3220001,80.42,0.8935555,0.47253394,90,0.5288244,0.6106795,A,Y,AY
4420201,80.42,0.8935555,0.38429365,90,0.4300725,0.61069745,A,X,AX
7020393,80.41,0.8934445,0.32383987,90,0.36246222,0.6107153,A,X,AX
870291,80.41,0.8934445,0.35885635,90,0.4016549,0.6107333,A,X,AX
1120201,80.4,0.8933334,0.336138,90,0.37627387,0.61075115,A,X,AX
3680783,80.4,0.8933334,0.49555326,90,0.55472374,0.6107691,A,Y,AY
2540467,80.4,0.8933334,0.7472496,90,0.8364734,0.61078703,A,Y,AY
4350578,80.4,0.8933334,0.36926892,90,0.41336071,0.6108049,A,X,AX
2380554,80.4,0.8933334,0.42895222,90,0.48017037,0.61082286,A,X,AX
3210580,80.4,0.8933334,0.4863993,90,0.5444768,0.61084074,A,Y,AY
4700600,80.4,0.8933334,0.7929181,90,0.8875948,0.6108587,A,Y,AY
2540666,80.4,0.8933334,0.33244076,90,0.37213516,0.61087656,A,X,AX
4260783,80.4,0.8933334,0.46199372,90,0.51715714,0.6108945,A,Y,AY
8320580,80.4,0.8933334,0.47518182,90,0.5319199,0.6109124,A,Y,AY
5770760,80.4,0.8933334,0.32074353,90,0.35904124,0.6109303,A,X,AX
1160004,80.4,0.8933334,0.83245945,90,0.9318575,0.6109482,A,Y,AY
8670426,80.4,0.8933334,0.45734948,90,0.51195836,0.61096615,A,Y,AY
1700381,80.4,0.8933334,0.6934363,90,0.7762346,0.6109841,A,Y,AY
4930473,80.4,0.8933334,0.336138,90,0.37627387,0.61100197,A,X,AX
4090835,80.4,0.8933334,0.77876306,90,0.87174964,0.6110199,A,Y,AY
7790221,80.4,0.8933334,0.43519336,90,0.48715672,0.6110378,A,X,AX
80769,80.4,0.8933334,0.37048405,90,0.41472092,0.61105573,A,X,AX
8220843,80.39,0.8932222,0.35951224,90,0.40248913,0.6110736,A,X,AX
8210210,80.38,0.8931111,0.42086226,90,0.4712317,0.61109155,A,X,AX
1810635,80.38,0.8931111,0.42462316,90,0.4754427,0.61110944,A,X,AX
2170578,80.37,0.893,0.31804335,90,0.35615158,0.6111273,A,X,AX
2840672,80.37,0.893,0.56230354,90,0.6296792,0.6111452,A,Y,AY
780201,80.36,0.8928889,0.4094865,90,0.45860857,0.611163,A,X,AX
1390116,80.35,0.89277774,0.43689156,90,0.48936206,0.6111809,A,X,AX
1060229,80.32,0.89244443,0.4163979,90,0.4665813,0.6111987,A,X,AX
5150559,80.32,0.89244443,0.59754235,90,0.6695569,0.6112166,A,Y,AY
460419,80.32,0.89244443,0.5730037,90,0.64206094,0.6112345,A,Y,AY
3240796,80.3,0.8922223,0.5170482,90,0.57950604,0.6112523,A,Y,AY
3080783,80.3,0.8922223,0.48185682,90,0.5400636,0.6112702,A,Y,AY
3990804,80.3,0.8922223,0.32229087,90,0.36122262,0.6112881,A,X,AX
5960422,80.3,0.8922223,0.7186485,90,0.805459,0.6113059,A,Y,AY
3120554,80.3,0.8922223,0.4452566,90,0.4990422,0.6113238,A,X,AX
1860500,80.3,0.8922223,0.5673173,90,0.6358475,0.6113416,A,Y,AY
2900118,80.3,0.8922223,0.41386852,90,0.46386257,0.6113595,A,X,AX
770218,80.3,0.8922223,0.5387267,90,0.6038032,0.61137736,A,Y,AY
410021,80.3,0.8922223,0.4081275,90,0.45742804,0.6113952,A,X,AX
6710023,80.3,0.8922223,0.53725433,90,0.602153,0.61141306,A,Y,AY
6640207,80.3,0.8922223,0.37363318,90,0.41876692,0.61143094,A,X,AX
4520038,80.3,0.8922223,1.2686565,90,1.4219064,0.61144876,A,Z,AZ
4580290,80.3,0.8922223,0.327355,90,0.36689848,0.61146665,A,X,AX
5710596,80.3,0.8922223,0.51543105,90,0.5776935,0.61148447,A,Y,AY
1120223,80.3,0.8922223,0.39809313,90,0.44618157,0.61150235,A,X,AX
5990422,80.3,0.8922223,0.7096807,90,0.79540795,0.61152023,A,Y,AY
6150834,80.3,0.8922223,0.6815758,90,0.763908,0.61153805,A,Y,AY
810426,80.3,0.8922223,0.39893898,90,0.44712958,0.61155593,A,X,AX
8260580,80.3,0.8922223,0.3570251,90,0.40015262,0.61157376,A,X,AX
5290596,80.3,0.8922223,0.5046364,90,0.5655949,0.61159164,A,Y,AY
6010835,80.3,0.8922223,0.4936058,90,0.55323184,0.6116095,A,Y,AY
2630016,80.3,0.8922223,0.37031046,90,0.41504282,0.61162734,A,X,AX
6740531,80.3,0.8922223,0.2923088,90,0.3276188,0.6116452,A,X,AX
260332,80.3,0.8922223,0.27528444,90,0.30853796,0.6116631,A,X,AX
1730077,80.3,0.8922223,0.38808888,90,0.43496883,0.6116809,A,X,AX
2500387,80.3,0.8922223,0.56453776,90,0.6327322,0.6116988,A,Y,AY
5440802,80.3,0.8922223,0.83116645,90,0.9315688,0.6117166,A,Y,AY
900596,80.3,0.8922223,0.42246675,90,0.47349945,0.6117345,A,X,AX
3950655,80.3,0.8922223,0.43219528,90,0.48440313,0.6117524,A,X,AX
2470291,80.29,0.8921111,0.37387583,90,0.4190911,0.6117702,A,X,AX
800026,80.28,0.89199996,0.5079197,90,0.56941676,0.6117881,A,Y,AY
7560177,80.28,0.89199996,0.583348,90,0.6539776,0.6118059,A,Y,AY
8430058,80.27,0.89188886,0.485953,90,0.5448583,0.6118238,A,Y,AY
5550136,80.27,0.89188886,0.38530564,90,0.43201083,0.6118417,A,X,AX
7100120,80.25,0.89166665,0.4887435,90,0.5481236,0.6118595,A,Y,AY
1560554,80.24,0.89155555,0.4731532,90,0.5307052,0.6118774,A,Y,AY
8000125,80.24,0.89155555,0.3311638,90,0.37144494,0.61189526,A,X,AX
6020144,80.24,0.89155555,0.47507754,90,0.5328636,0.6119131,A,Y,AY
8220194,80.23,0.8914445,0.5024112,90,0.5635922,0.61193097,A,Y,AY
6210379,80.200005,0.89111114,0.7401252,90,0.8305644,0.6119488,A,Y,AY
5260489,80.2,0.8911111,0.47608998,90,0.5342656,0.61196667,A,Y,AY
2740422,80.2,0.8911111,0.6641112,90,0.74526197,0.61198455,A,Y,AY
3170044,80.2,0.8911111,0.7801821,90,0.8755161,0.6120024,A,Y,AY
2220804,80.2,0.8911111,0.35120162,90,0.39411655,0.61202025,A,X,AX
1140004,80.2,0.8911111,0.77874064,90,0.8738985,0.6120381,A,Y,AY
180079,80.2,0.8911111,0.5095083,90,0.57176745,0.61205596,A,Y,AY
8030834,80.2,0.8911111,0.76476395,90,0.85821396,0.61207384,A,Y,AY
1890426,80.2,0.8911111,0.39166728,90,0.4395269,0.61209166,A,X,AX
840774,80.2,0.8911111,0.41234994,90,0.46273685,0.61210954,A,X,AX
7130006,80.2,0.8911111,0.5100439,90,0.5723685,0.6121274,A,Y,AY
3250600,80.2,0.8911111,0.8344606,90,0.9364272,0.61214525,A,Y,AY
3680596,80.2,0.8911111,0.46823707,90,0.5254531,0.6121631,A,Y,AY
4950620,80.2,0.8911111,0.5060631,90,0.56790125,0.61218095,A,Y,AY
2390554,80.18,0.89088887,0.4685254,90,0.5259078,0.6121988,A,Y,AY
2980240,80.18,0.89088887,0.36141,90,0.40567347,0.6122167,A,X,AX
8130210,80.18,0.89088887,0.47237542,90,0.53022933,0.61223453,A,Y,AY
3590122,80.17,0.89077777,0.5782815,90,0.6491872,0.6122524,A,Y,AY
7350810,80.16,0.8906667,0.6410469,90,0.71973825,0.61227024,A,Y,AY
6520521,80.15,0.89055556,0.29612616,90,0.33251846,0.6122881,A,X,AX
5950290,80.15,0.89055556,0.30113405,90,0.3381418,0.612306,A,X,AX
6070489,80.14,0.89044446,0.47593057,90,0.53448653,0.6123238,A,Y,AY
3570194,80.14,0.89044446,0.5570345,90,0.62556905,0.6123417,A,Y,AY
5720295,80.14,0.89044446,0.31418848,90,0.35284457,0.6123596,A,X,AX
1800201,80.13,0.8903333,0.37593463,90,0.42224035,0.6123774,A,X,AX
5720291,80.12,0.89022225,0.3252276,90,0.36533302,0.6123952,A,X,AX
1670190,80.1,0.89,0.36720935,90,0.41259477,0.61241305,A,X,AX
2000026,80.1,0.89,0.4066995,90,0.45696574,0.6124308,A,X,AX
3400381,80.1,0.89,0.74533004,90,0.8374495,0.61244863,A,Y,AY
3050379,80.1,0.89,0.7761979,90,0.8721325,0.61246645,A,Y,AY
670769,80.1,0.89,0.33151,90,0.37248316,0.6124842,A,X,AX
1580006,80.1,0.89,0.53022146,90,0.59575444,0.61250204,A,Y,AY
30422,80.1,0.89,0.5654967,90,0.63538957,0.61251986,A,Y,AY
4130834,80.1,0.89,0.7544698,90,0.8477189,0.6125376,A,Y,AY
4980129,80.1,0.89,0.5336013,90,0.59955204,0.61255544,A,Y,AY
3490129,80.1,0.89,0.9698894,90,1.0897634,0.61257327,A,Z,AZ
1650486,80.1,0.89,0.41409168,90,0.46527156,0.612591,A,X,AX
3970596,80.1,0.89,0.5030357,90,0.5652087,0.61260885,A,Y,AY
3940019,80.1,0.89,0.37954733,90,0.42645767,0.6126267,A,X,AX
1570223,80.1,0.89,0.31589004,90,0.35493264,0.61264443,A,X,AX
2870590,80.1,0.89,0.49174076,90,0.5525177,0.61266226,A,Y,AY
4180740,80.1,0.89,0.38745788,90,0.43534595,0.6126801,A,X,AX
1970500,80.1,0.89,0.5877112,90,0.66034967,0.61269784,A,Y,AY
6410004,80.1,0.89,0.9724347,90,1.0926232,0.61271566,A,Z,AZ
5540021,80.1,0.89,0.44242692,90,0.4971089,0.6127335,A,X,AX
5340116,80.1,0.89,0.38249624,90,0.42977107,0.61275125,A,X,AX
1830190,80.1,0.89,0.31730962,90,0.35652766,0.61276907,A,X,AX
600478,80.1,0.89,0.3016993,90,0.338988,0.6127869,A,X,AX
5030554,80.09,0.8898888,0.45161507,90,0.50749606,0.6128047,A,Y,AY
2560296,80.05,0.8894445,0.38536242,90,0.43326193,0.6128225,A,X,AX
8330810,80.05,0.8894445,0.5165146,90,0.58071595,0.6128403,A,Y,AY
2050291,80.05,0.8894445,0.3846328,90,0.4324416,0.6128581,A,X,AX
3430136,80.04,0.88933337,0.35225374,90,0.39608738,0.6128759,A,X,AX
3870076,80.03,0.8892222,0.39269233,90,0.4416133,0.6128937,A,X,AX
3530190,80.020004,0.88911116,0.3284579,90,0.36942276,0.6129115,A,X,AX
6480296,80.02,0.8891111,0.3397542,90,0.38212794,0.6129293,A,X,AX
940775,80.01,0.889,0.39689255,90,0.4464483,0.6129471,A,X,AX
8080538,80.01,0.889,0.48180616,90,0.5419642,0.6129649,A,Y,AY
4780631,80.01,0.889,0.36329344,90,0.40865403,0.6129827,A,X,AX
8120515,80.0,0.8888889,0.43068913,90,0.48452526,0.6130005,A,X,AX
6380731,80.0,0.8888889,0.42464644,90,0.47772723,0.61301833,A,X,AX
2880129,80.0,0.8888889,0.96003795,90,1.0800427,0.6130361,A,Z,AZ
870694,80.0,0.8888889,0.82345456,90,0.92638636,0.6130539,A,Y,AY
5800740,80.0,0.8888889,0.4430346,90,0.49841392,0.61307174,A,X,AX
1950426,80.0,0.8888889,0.5856801,90,0.6588901,0.6130895,A,Y,AY
5430802,80.0,0.8888889,0.9413646,90,1.0590352,0.6131073,A,Z,AZ
1810077,80.0,0.8888889,0.4158231,90,0.46780097,0.61312515,A,X,AX
8930740,80.0,0.8888889,0.2806271,90,0.31570548,0.6131429,A,X,AX
3390596,80.0,0.8888889,0.45824394,90,0.51552445,0.6131607,A,Y,AY
1140381,80.0,0.8888889,0.718526,90,0.80834174,0.61317855,A,Y,AY
8250580,80.0,0.8888889,0.41446987,90,0.4662786,0.6131964,A,X,AX
4820381,80.0,0.8888889,0.61524534,90,0.692151,0.61321414,A,Y,AY
2780554,80.0,0.8888889,0.47980437,90,0.5397799,0.61323196,A,Y,AY
2170740,80.0,0.8888889,0.39160988,90,0.44056112,0.6132498,A,X,AX
740021,80.0,0.8888889,0.4890818,90,0.55021703,0.61326754,A,Y,AY
1390740,80.0,0.8888889,0.30701333,90,0.34539,0.61328536,A,X,AX
5790006,80.0,0.8888889,0.47604278,90,0.5355481,0.6133032,A,Y,AY
5550650,80.0,0.8888889,0.58874166,90,0.6623344,0.61332095,A,Y,AY
10638,79.98,0.8886667,0.4075804,90,0.4586426,0.61333877,A,X,AX
4310084,79.98,0.8886667,0.43887547,90,0.49385834,0.6133566,A,X,AX
8840191,79.95,0.8883333,0.580382,90,0.6533381,0.61337435,A,Y,AY
440535,79.94,0.8882223,0.30263108,90,0.34071547,0.6133922,A,X,AX
5490295,79.94,0.8882223,0.28831387,90,0.32459652,0.61341,A,X,AX
3950763,79.94,0.8882223,0.3488523,90,0.3927534,0.61342776,A,X,AX
5210099,79.92,0.88799995,0.5287726,90,0.59546465,0.6134456,A,Y,AY
4110635,79.92,0.88799995,0.5151965,90,0.5801763,0.6134634,A,Y,AY
8260309,79.92,0.88799995,0.7521463,90,0.8470116,0.61348116,A,Y,AY
8510041,79.91,0.8878889,0.634172,90,0.71424705,0.613499,A,Y,AY
1130339,79.91,0.8878889,0.47890204,90,0.53937155,0.6135168,A,Y,AY
8050218,79.909996,0.88788885,0.6103627,90,0.68743145,0.61353457,A,Y,AY
2740190,79.9,0.8877778,0.3361473,90,0.378639,0.6135524,A,X,AX
4590775,79.9,0.8877778,0.44629255,90,0.5027075,0.6135702,A,Y,AY
2780600,79.9,0.8877778,0.6200449,90,0.6984235,0.61358804,A,Y,AY
6020235,79.9,0.8877778,0.43026716,90,0.48465636,0.6136058,A,X,AX
6020834,79.9,0.8877778,0.6892151,90,0.7763374,0.6136236,A,Y,AY
6750835,79.9,0.8877778,0.45266446,90,0.50988483,0.61364144,A,Y,AY
380381,79.9,0.8877778,0.638437,90,0.71914047,0.6136592,A,Y,AY
6660834,79.9,0.8877778,0.7268259,90,0.81870246,0.613677,A,Y,AY
580363,79.9,0.8877778,0.43880013,90,0.49426797,0.61369485,A,X,AX
6160596,79.9,0.8877778,0.4093919,90,0.4611423,0.6137126,A,X,AX
740422,79.9,0.8877778,0.78437376,90,0.88352484,0.61373043,A,Y,AY
770190,79.9,0.8877778,0.4212949,90,0.47454992,0.61374825,A,X,AX
1980140,79.9,0.8877778,0.39826244,90,0.44860598,0.613766,A,X,AX
2590783,79.9,0.8877778,0.46224362,90,0.5206749,0.61378384,A,Y,AY
2600834,79.9,0.8877778,0.58286923,90,0.65654856,0.61380166,A,Y,AY
7320631,79.89,0.88766664,0.27116913,90,0.3054853,0.6138194,A,X,AX
5420554,79.88,0.88755554,0.4830854,90,0.5442875,0.61383724,A,Y,AY
3600631,79.88,0.88755554,0.31542128,90,0.35538203,0.61385506,A,X,AX
5850196,79.88,0.88755554,0.32201022,90,0.36280572,0.6138728,A,X,AX
4880682,79.87,0.8874445,0.42435294,90,0.47817406,0.6138906,A,X,AX
7780447,79.87,0.8874445,0.41393307,90,0.46643263,0.61390835,A,X,AX
6020481,79.86,0.88733333,0.37013754,90,0.41713473,0.6139261,A,X,AX
30620,79.86,0.88733333,0.48972774,90,0.55190957,0.6139438,A,Y,AY
7030521,79.840004,0.8871111,0.3581483,90,0.40372428,0.6139616,A,X,AX
5960058,79.840004,0.8871111,0.3337268,90,0.376195,0.61397934,A,X,AX
950207,79.840004,0.8871111,0.36391518,90,0.410225,0.6139971,A,X,AX
50071,79.82,0.88688886,0.37586945,90,0.42380673,0.6140148,A,X,AX
240596,79.8,0.8866667,0.42405215,90,0.4782543,0.61403257,A,X,AX
1970296,79.8,0.8866667,0.42086053,90,0.4746547,0.6140503,A,X,AX
4880223,79.8,0.8866667,0.33926556,90,0.38263032,0.6140681,A,X,AX
4880500,79.8,0.8866667,0.62210226,90,0.701619,0.6140858,A,Y,AY
4380370,79.8,0.8866667,0.3712112,90,0.41865924,0.61410356,A,X,AX
5790740,79.8,0.8866667,0.34157598,90,0.38523605,0.6141213,A,X,AX
410201,79.8,0.8866667,0.3980853,90,0.44896835,0.6141391,A,X,AX
6090114,79.8,0.8866667,0.40976837,90,0.46214476,0.6141568,A,X,AX
8900422,79.8,0.8866667,0.695281,90,0.7841515,0.61417454,A,Y,AY
1590129,79.8,0.8866667,0.92337924,90,1.0414051,0.6141923,A,Z,AZ
1760600,79.8,0.8866667,0.41113707,90,0.4636884,0.61421007,A,X,AX
2630806,79.8,0.8866667,0.47409287,90,0.53469115,0.6142278,A,Y,AY
7150834,79.8,0.8866667,0.71173155,90,0.8027047,0.61424553,A,Y,AY
4540600,79.8,0.8866667,0.58390397,90,0.6585383,0.6142633,A,Y,AY
4090666,79.8,0.8866667,0.5591326,90,0.63060063,0.61428106,A,Y,AY
4380077,79.8,0.8866667,0.39010227,90,0.43996495,0.61429876,A,X,AX
2120200,79.8,0.8866667,0.34025767,90,0.38374925,0.6143165,A,X,AX
4520769,79.8,0.8866667,0.37151375,90,0.41900045,0.6143343,A,X,AX
5890521,79.78,0.88644445,0.3902155,90,0.44020298,0.61435205,A,X,AX
3170210,79.770004,0.8863334,0.4329425,90,0.48846462,0.61436975,A,X,AX
4150122,79.770004,0.8863334,0.669854,90,0.75575846,0.6143875,A,Y,AY
4880769,79.77,0.8863333,0.36390653,90,0.41057527,0.6144053,A,X,AX
4570301,79.75,0.88611114,0.43907896,90,0.49551228,0.61442304,A,X,AX
3430079,79.74,0.886,0.48630872,90,0.5488812,0.61444074,A,Y,AY
180634,79.74,0.886,0.32014674,90,0.36133945,0.6144585,A,X,AX
6400500,79.74,0.886,0.7158884,90,0.80800045,0.61447626,A,Y,AY
8150115,79.72,0.8857778,0.49668333,90,0.5607313,0.614494,A,Y,AY
1870026,79.71,0.88566667,0.362048,90,0.40878585,0.6145117,A,X,AX
5550715,79.71,0.88566667,0.44474724,90,0.50216097,0.6145295,A,Y,AY
6050596,79.700005,0.8855556,0.47037187,90,0.5311602,0.61454725,A,Y,AY
600006,79.7,0.8855555,0.44128543,90,0.49831483,0.614565,A,X,AX
4310077,79.7,0.8855555,0.44910926,90,0.50714976,0.6145827,A,Y,AY
980596,79.7,0.8855555,0.44735456,90,0.50516826,0.6146005,A,Y,AY
3860554,79.7,0.8855555,0.3737334,90,0.4220327,0.61461824,A,X,AX
1480011,79.7,0.8855555,0.33303544,90,0.37607518,0.614636,A,X,AX
8600223,79.7,0.8855555,0.30924377,90,0.3492088,0.6146537,A,X,AX
5990740,79.7,0.8855555,0.4065644,90,0.45910665,0.61467147,A,X,AX
40740,79.7,0.8855555,0.40267673,90,0.45471653,0.61468923,A,X,AX
7220387,79.7,0.8855555,0.47724894,90,0.53892606,0.614707,A,Y,AY
6640363,79.7,0.8855555,0.37702593,90,0.42575076,0.6147247,A,X,AX
3050223,79.7,0.8855555,0.31995824,90,0.36130795,0.61474246,A,X,AX
8720207,79.7,0.8855555,0.3752336,90,0.4237268,0.6147602,A,X,AX
8480467,79.7,0.8855555,0.75051457,90,0.84750706,0.614778,A,Y,AY
7970332,79.7,0.8855555,0.29435173,90,0.3323922,0.6147957,A,X,AX
5400578,79.7,0.8855555,0.290896,90,0.32848984,0.61481345,A,X,AX
2300387,79.7,0.8855555,0.6397965,90,0.7224804,0.6148312,A,Y,AY
8290578,79.7,0.8855555,0.40490285,90,0.45723033,0.614849,A,X,AX
4400775,79.7,0.8855555,0.38934144,90,0.43965787,0.6148667,A,X,AX
4060077,79.7,0.8855555,0.40462524,90,0.45691687,0.61488444,A,X,AX
1180345,79.68,0.88533336,0.38198242,90,0.43145603,0.6149022,A,X,AX
5560026,79.67,0.8852222,0.37618795,90,0.42496443,0.61491996,A,X,AX
4200099,79.67,0.8852222,0.39705724,90,0.4485396,0.61493766,A,X,AX
6880531,79.66,0.88511115,0.308524,90,0.3485709,0.6149554,A,X,AX
5730489,79.66,0.88511115,0.36602402,90,0.41353452,0.6149732,A,X,AX
4510486,79.66,0.88511115,0.42320937,90,0.47814262,0.61499095,A,X,AX
3630076,79.63,0.8847777,0.3427589,90,0.38739547,0.61500865,A,X,AX
4310635,79.63,0.8847777,0.52488035,90,0.5932341,0.6150264,A,Y,AY
1330775,79.63,0.8847777,0.42152274,90,0.47641653,0.6150442,A,X,AX
2860201,79.63,0.8847777,0.35053805,90,0.3961877,0.61506194,A,X,AX
8270291,79.62,0.8846667,0.34336144,90,0.3881252,0.6150796,A,X,AX
3970166,79.61,0.8845556,0.38223225,90,0.43211785,0.6150973,A,X,AX
1300834,79.6,0.8844444,0.7879587,90,0.89090806,0.615115,A,Y,AY
2930763,79.6,0.8844444,0.3301042,90,0.3732334,0.6151327,A,X,AX
1150783,79.6,0.8844444,0.4080403,90,0.4613521,0.6151504,A,X,AX
4440596,79.6,0.8844444,0.41864178,90,0.4733387,0.6151681,A,X,AX
6880272,79.6,0.8844444,0.51579785,90,0.58318853,0.61518574,A,Y,AY
1070834,79.6,0.8844444,0.7093138,90,0.801988,0.61520344,A,Y,AY
6810467,79.6,0.8844444,0.88138187,90,0.9965373,0.61522114,A,Y,AY
7130567,79.6,0.8844444,0.3301042,90,0.3732334,0.61523885,A,X,AX
8950749,79.6,0.8844444,0.32668272,90,0.3693649,0.61525655,A,X,AX
290127,79.6,0.8844444,0.3404924,90,0.38497886,0.6152742,A,X,AX
6640549,79.6,0.8844444,0.40221608,90,0.45476693,0.6152919,A,X,AX
5210650,79.6,0.8844444,0.48964813,90,0.5536223,0.6153096,A,Y,AY
2760381,79.6,0.8844444,0.76450926,90,0.8643949,0.6153273,A,Y,AY
5490422,79.6,0.8844444,0.5112028,90,0.57799315,0.615345,A,Y,AY
2200381,79.6,0.8844444,0.5588735,90,0.63189214,0.6153627,A,Y,AY
3710644,79.6,0.8844444,0.5528092,90,0.6250355,0.61538035,A,Y,AY
5350740,79.6,0.8844444,0.31584063,90,0.35710627,0.61539805,A,X,AX
6840783,79.6,0.8844444,0.46565434,90,0.5264936,0.61541575,A,Y,AY
4760387,79.6,0.8844444,0.4651715,90,0.5259477,0.61543345,A,Y,AY
3420834,79.6,0.8844444,0.69329226,90,0.7838732,0.61545116,A,Y,AY
7220021,79.6,0.8844444,0.39260328,90,0.4438982,0.6154688,A,X,AX
7270836,79.6,0.8844444,0.49307817,90,0.5575005,0.6154865,A,Y,AY
5940381,79.6,0.8844444,0.71546495,90,0.8089428,0.6155042,A,Y,AY
4110127,79.6,0.8844444,0.43444687,90,0.4912088,0.6155219,A,X,AX
1850296,79.6,0.8844444,0.3927263,90,0.4440373,0.6155396,A,X,AX
2370489,79.6,0.8844444,0.44693995,90,0.50533414,0.61555725,A,Y,AY
4040620,79.6,0.8844444,0.5505689,90,0.6225025,0.61557496,A,Y,AY
2120345,79.590004,0.8843334,0.3307331,90,0.37399143,0.61559266,A,X,AX
3530769,79.57,0.8841111,0.3490948,90,0.394854,0.61561036,A,X,AX
3660631,79.56,0.88399994,0.3377846,90,0.38210928,0.61562806,A,X,AX
7120340,79.55,0.8838889,0.46451545,90,0.525536,0.61564577,A,Y,AY
3980631,79.55,0.8838889,0.33105788,90,0.37454695,0.6156634,A,X,AX
1920114,79.54,0.8837778,0.51647156,90,0.58439076,0.6156811,A,Y,AY
6920638,79.54,0.8837778,0.3978046,90,0.45011833,0.6156988,A,X,AX
6100486,79.53,0.88366663,0.43949524,90,0.49735412,0.6157165,A,X,AX
2060291,79.53,0.88366663,0.30143645,90,0.3411201,0.6157342,A,X,AX
5430261,79.520004,0.8835556,0.7253365,90,0.8209291,0.61575186,A,Y,AY
5700116,79.52,0.88355553,0.54730046,90,0.6194296,0.61576957,A,Y,AY
7970050,79.51,0.8834445,0.39553452,90,0.4477186,0.61578727,A,X,AX
7820132,79.51,0.8834445,0.40972218,90,0.46377808,0.615805,A,X,AX
3840596,79.5,0.8833333,0.49949414,90,0.5654651,0.6158227,A,Y,AY
290600,79.5,0.8833333,0.6548437,90,0.7413325,0.6158404,A,Y,AY
4740387,79.5,0.8833333,0.46015385,90,0.52092886,0.615858,A,Y,AY
3620381,79.5,0.8833333,0.66268945,90,0.75021446,0.6158757,A,Y,AY
4050554,79.5,0.8833333,0.40342635,90,0.4567091,0.6158934,A,X,AX
3560037,79.5,0.8833333,0.69237417,90,0.7838198,0.6159111,A,Y,AY
1970290,79.5,0.8833333,0.3643495,90,0.41247115,0.6159288,A,X,AX
5780682,79.5,0.8833333,0.40035096,90,0.4532275,0.6159465,A,X,AX
6640467,79.5,0.8833333,0.923507,90,1.0454797,0.6159642,A,Z,AZ
6100749,79.5,0.8833333,0.63445103,90,0.71824646,0.6159819,A,Y,AY
4470116,79.5,0.8833333,0.40923333,90,0.46328303,0.6159996,A,X,AX
8030832,79.5,0.8833333,0.7939731,90,0.89883745,0.6160173,A,Y,AY
8020832,79.5,0.8833333,0.718652,90,0.8135683,0.6160349,A,Y,AY
1680077,79.5,0.8833333,0.37454093,90,0.4240086,0.6160526,A,X,AX
5810629,79.5,0.8833333,0.35985327,90,0.40738106,0.61607033,A,X,AX
