sp,total_demand,mean_demand,std_demand,n_days,cv,cum_share,ABC,XYZ,Segment
4960441,99.76,1.1084445,0.9629962,90,0.8687816,0.5295803,A,Y,AY
1670769,99.67,1.1074444,0.361736,90,0.32664034,0.5299504,A,X,AX
2460810,99.6,1.1066667,0.5058756,90,0.45711648,0.53032017,A,X,AX
6300666,99.5,1.1055555,0.4465501,90,0.40391466,0.53068966,A,X,AX
2530041,99.44,1.1048889,0.6613185,90,0.59853846,0.53105885,A,Y,AY
5350038,99.3,1.1033334,1.6344913,90,1.481412,0.53142756,A,Z,AZ
520834,99.3,1.1033334,0.91005,90,0.8248187,0.5317963,A,Y,AY
2340783,99.3,1.1033334,0.6056754,90,0.5489505,0.532165,A,Y,AY
4180834,99.2,1.1022222,0.8511694,90,0.7722303,0.53253335,A,Y,AY
2630843,99.13,1.1014444,0.4955568,90,0.4499154,0.5329014,A,X,AX
3090190,99.07,1.1007777,0.3947812,90,0.35863844,0.5332692,A,X,AX
2980122,99.07,1.1007777,0.7924549,90,0.71990454,0.5336371,A,Y,AY
1050441,98.8,1.0977778,0.8793483,90,0.8010257,0.5340039,A,Y,AY
3660834,98.8,1.0977778,0.9145488,90,0.83309096,0.5343708,A,Y,AY
1730201,98.78,1.0975555,0.40207136,90,0.3663335,0.5347376,A,X,AX
4880549,98.7,1.0966666,0.5603871,90,0.5109913,0.53510404,A,Y,AY
1680201,98.65,1.0961112,0.374525,90,0.34168524,0.53547037,A,X,AX
3110193,98.4,1.0933334,0.3287019,90,0.30064198,0.5358358,A,X,AX
1370129,98.3,1.0922222,1.1009932,90,1.0080304,0.53620076,A,Z,AZ
4850122,98.29,1.0921111,0.75434846,90,0.690725,0.5365658,A,Y,AY
4420190,98.18,1.0908889,0.4521724,90,0.41449904,0.5369304,A,X,AX
1150600,98.0,1.0888889,0.5575719,90,0.5120558,0.53729427,A,Y,AY
8560076,97.9,1.0877779,0.43777472,90,0.40244865,0.5376578,A,X,AX
6400387,97.7,1.0855556,0.486113,90,0.44780114,0.53802055,A,X,AX
8050631,97.56,1.084,0.41093972,90,0.3790957,0.5383828,A,X,AX
7770531,97.5,1.0833334,0.34060422,90,0.3144039,0.53874487,A,X,AX
3300834,97.5,1.0833334,0.81657684,90,0.7537632,0.5391069,A,Y,AY
1010291,97.07,1.0785556,0.40549475,90,0.37596092,0.53946733,A,X,AX
420050,96.98,1.0775555,0.5968368,90,0.55388033,0.5398274,A,Y,AY
8920071,96.7,1.0744444,0.5042652,90,0.46932647,0.5401865,A,X,AX
1610554,96.6,1.0733333,0.44991884,90,0.41917908,0.54054517,A,X,AX
5330291,96.57,1.073,0.34559327,90,0.32208136,0.54090375,A,X,AX
3630071,96.5,1.0722222,0.43525216,90,0.40593466,0.54126203,A,X,AX
7870599,96.4,1.0711111,0.49791574,90,0.4648591,0.54162,A,X,AX
4060323,96.200005,1.0688889,0.7122751,90,0.6663696,0.5419772,A,Y,AY
3550116,96.2,1.0688889,0.60830295,90,0.5690984,0.54233444,A,Y,AY
3890441,96.06,1.0673333,0.92118365,90,0.86307025,0.5426912,A,Y,AY
5390071,96.0,1.0666667,0.55909234,90,0.52414906,0.5430476,A,Y,AY
1510110,96.0,1.0666667,0.39859304,90,0.37368095,0.54340404,A,X,AX
1050467,96.0,1.0666667,0.8478658,90,0.7948742,0.54376054,A,Y,AY
770228,95.92,1.0657778,0.28148475,90,0.26411206,0.54411674,A,X,AX
6790600,95.9,1.0655556,0.55000734,90,0.51616955,0.5444728,A,Y,AY
7990291,95.9,1.0655556,0.3989202,90,0.37437767,0.54482895,A,X,AX
1420118,95.8,1.0644444,0.51041096,90,0.47950926,0.5451847,A,X,AX
1450500,95.7,1.0633333,0.85004294,90,0.79941344,0.54554003,A,Y,AY
1830194,95.48,1.0608889,0.8565906,90,0.8074273,0.54589456,A,Y,AY
4600006,95.21,1.0578889,0.67105234,90,0.6343316,0.5462481,A,Y,AY
2840783,95.0,1.0555556,0.49357924,90,0.46760136,0.5466008,A,X,AX
4230116,94.87,1.0541111,0.5703476,90,0.54106975,0.5469531,A,Y,AY
2420419,94.840004,1.0537778,0.53702587,90,0.50961965,0.5473053,A,Y,AY
1580019,94.74,1.0526667,0.4789262,90,0.45496473,0.547657,A,X,AX
4870500,94.67,1.0518888,0.7239605,90,0.68824816,0.54800856,A,Y,AY
6340290,94.67,1.0518888,0.46643975,90,0.44343066,0.5483601,A,X,AX
6290381,94.6,1.0511111,0.73717415,90,0.70132846,0.54871136,A,Y,AY
1570467,94.5,1.05,0.9976658,90,0.95015794,0.54906225,A,Y,AY
2250683,94.5,1.05,0.6335649,90,0.60339516,0.54941314,A,Y,AY
3350554,94.46,1.0495555,0.50059044,90,0.4769547,0.54976386,A,X,AX
2240740,94.4,1.0488889,0.47740978,90,0.4551576,0.5501144,A,X,AX
1580296,94.22,1.046889,0.295101,90,0.28188375,0.5504642,A,X,AX
4670596,94.2,1.0466666,0.5182512,90,0.49514446,0.55081403,A,X,AX
230122,94.17,1.0463333,0.7177938,90,0.68600875,0.5511637,A,Y,AY
6170580,94.0,1.0444444,0.45889732,90,0.43936977,0.5515127,A,X,AX
180250,94.0,1.0444444,0.44127014,90,0.42249268,0.55186176,A,X,AX
5570026,93.93,1.0436667,0.37179023,90,0.35623464,0.55221057,A,X,AX
6210783,93.9,1.0433333,0.5289485,90,0.5069794,0.55255926,A,Y,AY
4240387,93.9,1.0433333,0.6734199,90,0.6454504,0.55290794,A,Y,AY
1370190,93.8,1.0422223,0.43627065,90,0.41859657,0.5532562,A,X,AX
2730783,93.7,1.0411111,0.46540895,90,0.44703102,0.5536042,A,X,AX
1620201,93.7,1.0411111,0.37772068,90,0.36280537,0.5539521,A,X,AX
5230489,93.69,1.041,0.51923466,90,0.49878448,0.55429995,A,X,AX
3100050,93.6,1.04,0.45240927,90,0.4350089,0.5546475,A,X,AX
3570363,93.6,1.04,0.4247405,90,0.40840435,0.55499506,A,X,AX
2210834,93.2,1.0355555,0.7446153,90,0.71904916,0.5553411,A,Y,AY
3920333,93.18,1.0353334,0.57188475,90,0.55236775,0.5556871,A,Y,AY
320309,93.1,1.0344445,0.7798244,90,0.75385815,0.5560328,A,Y,AY
2760422,93.1,1.0344445,0.54094404,90,0.52293193,0.5563785,A,Y,AY
5360240,93.03,1.0336666,0.4844885,90,0.46870866,0.5567239,A,X,AX
6920426,93.0,1.0333333,0.57298744,90,0.554504,0.55706924,A,Y,AY
1590290,92.88,1.032,0.31943488,90,0.30952993,0.5574141,A,X,AX
8120631,92.78,1.0308889,0.38306758,90,0.37158957,0.5577586,A,X,AX
3070201,92.6,1.0288888,0.43323824,90,0.4210739,0.5581024,A,X,AX
6790554,92.53,1.0281111,0.41304266,90,0.40174904,0.558446,A,X,AX
4440363,92.5,1.0277778,0.46760872,90,0.45497063,0.5587895,A,X,AX
1310638,92.41,1.0267779,0.490663,90,0.47786674,0.5591326,A,X,AX
4490351,92.37,1.0263333,0.527667,90,0.51412827,0.5594756,A,Y,AY
7360076,92.15,1.023889,0.38905156,90,0.37997437,0.5598178,A,X,AX
2680215,92.12,1.0235556,0.7234846,90,0.7068346,0.56015986,A,Y,AY
250599,92.1,1.0233333,0.5493714,90,0.536845,0.5605018,A,Y,AY
1080188,92.0,1.0222223,0.68183124,90,0.66700876,0.5608434,A,Y,AY
6950363,91.96,1.0217777,0.44128153,90,0.43187624,0.5611849,A,X,AX
4810600,91.8,1.02,0.57693493,90,0.5656225,0.5615257,A,Y,AY
2260116,91.8,1.02,0.55266464,90,0.5418281,0.5618666,A,Y,AY
8610535,91.78,1.0197778,0.35388368,90,0.3470204,0.5622074,A,X,AX
1630740,91.6,1.0177778,0.43642515,90,0.42880198,0.5625475,A,X,AX
2290038,91.6,1.0177778,1.3856064,90,1.3614037,0.5628876,A,Z,AZ
4810193,91.5,1.0166667,0.33360475,90,0.32813582,0.56322736,A,X,AX
4720740,91.4,1.0155556,0.3324783,90,0.32738563,0.56356674,A,X,AX
7370132,91.37,1.0152223,0.710452,90,0.6997995,0.563906,A,Y,AY
8740309,91.26,1.014,0.76577026,90,0.75519747,0.5642449,A,Y,AY
1200864,91.15,1.0127778,0.68994385,90,0.6812391,0.5645834,A,Y,AY
450066,91.01,1.0112222,0.5997056,90,0.59305024,0.5649213,A,Y,AY
5840521,91.0,1.0111111,0.34362394,90,0.33984783,0.5652592,A,X,AX
5090117,90.9,1.01,0.53612214,90,0.530814,0.5655968,A,Y,AY
550769,90.9,1.01,0.4078031,90,0.40376544,0.56593436,A,X,AX
7860157,90.700005,1.0077778,0.3392317,90,0.3366136,0.5662711,A,X,AX
5120683,90.7,1.0077777,0.54137313,90,0.53719497,0.56660795,A,Y,AY
6710201,90.42,1.0046667,0.47591946,90,0.4737088,0.5669437,A,X,AX
4300740,90.4,1.0044445,0.36869374,90,0.36706233,0.5672794,A,X,AX
7280580,90.4,1.0044445,0.42845714,90,0.4265613,0.5676151,A,X,AX
7220644,90.4,1.0044445,0.5287065,90,0.52636707,0.5679508,A,Y,AY
3710500,90.37,1.0041112,0.6133293,90,0.6108181,0.56828636,A,Y,AY
6360244,90.36,1.004,0.56222034,90,0.55998045,0.5686219,A,Y,AY
7840116,90.23,1.0025556,0.6073271,90,0.605779,0.5689569,A,Y,AY
2640116,90.2,1.0022222,0.4323902,90,0.4314315,0.56929183,A,X,AX
4110190,90.1,1.0011111,0.4220055,90,0.4215371,0.5696264,A,X,AX
1660116,89.9,0.9988889,0.5029116,90,0.503471,0.56996024,A,Y,AY
8860144,89.86,0.99844444,0.6385252,90,0.63952,0.5702939,A,Y,AY
8680535,89.86,0.99844444,0.34314117,90,0.3436758,0.57062757,A,X,AX
2900666,89.8,0.9977778,0.4370426,90,0.43801594,0.570961,A,X,AX
5150796,89.64,0.996,0.6616303,90,0.66428745,0.57129383,A,Y,AY
4780381,89.5,0.99444443,0.693041,90,0.69691277,0.5716261,A,Y,AY
1790769,89.4,0.99333334,0.34796357,90,0.35029888,0.5719581,A,X,AX
3650129,89.4,0.99333334,0.6995665,90,0.70426154,0.5722901,A,Y,AY
470535,89.38,0.9931111,0.30510503,90,0.30722144,0.57262194,A,X,AX
2900292,89.35,0.99277776,0.33133042,90,0.33374077,0.5729537,A,X,AX
5640026,89.34,0.9926666,0.40392956,90,0.4069136,0.57328546,A,X,AX
2590122,89.29,0.99211115,0.75843793,90,0.7644687,0.57361704,A,Y,AY
4870554,89.27,0.9918889,0.5273527,90,0.5316651,0.5739485,A,Y,AY
270112,89.1,0.99,0.5621088,90,0.5677867,0.5742793,A,Y,AY
1000769,89.1,0.99,0.36506116,90,0.36874864,0.5746101,A,X,AX
600489,89.0,0.98888886,0.36116055,90,0.36521855,0.5749406,A,X,AX
2310600,89.0,0.98888886,0.5500652,90,0.55624574,0.57527107,A,Y,AY
240118,88.98,0.9886667,0.50160235,90,0.5073523,0.57560146,A,Y,AY
4960559,88.93,0.98811114,0.71289706,90,0.7214746,0.5759317,A,Y,AY
5890531,88.9,0.98777777,0.38213703,90,0.38686538,0.5762619,A,X,AX
4180381,88.9,0.98777777,0.768455,90,0.77796346,0.57659197,A,Y,AY
3540221,88.9,0.98777777,0.4845542,90,0.4905498,0.5769221,A,X,AX
7120860,88.72,0.9857778,1.3470743,90,1.3665091,0.5772515,A,Z,AZ
6490694,88.5,0.98333335,0.8064696,90,0.8201386,0.57758015,A,Y,AY
5310600,88.4,0.98222226,0.6189113,90,0.6301133,0.5779084,A,Y,AY
690740,88.4,0.98222226,0.5584042,90,0.56851107,0.57823664,A,Y,AY
4060422,88.4,0.98222226,0.8230633,90,0.83796036,0.57856494,A,Y,AY
2500683,88.4,0.98222226,0.5307569,90,0.5403633,0.5788932,A,Y,AY
3730775,88.38,0.982,0.3596384,90,0.36623055,0.57922137,A,X,AX
1020290,88.37,0.9818889,0.39328605,90,0.4005403,0.5795495,A,X,AX
2250638,88.25,0.98055553,0.4700857,90,0.47940752,0.5798772,A,X,AX
3360118,88.1,0.97888887,0.47035593,90,0.48049983,0.5802043,A,X,AX
2420140,88.08,0.97866666,0.42152,90,0.43070844,0.58053136,A,X,AX
930351,87.91,0.9767778,0.52497154,90,0.5374524,0.58085775,A,Y,AY
990392,87.75,0.975,0.31412533,90,0.32217982,0.58118355,A,X,AX
6140580,87.7,0.9744444,0.366447,90,0.3760574,0.58150923,A,X,AX
1760090,87.6,0.9733333,0.78694403,90,0.80850416,0.5818345,A,Y,AY
780775,87.58,0.97311115,0.37240985,90,0.3827002,0.5821597,A,X,AX
740631,87.53,0.9725555,0.3557949,90,0.36583507,0.5824847,A,X,AX
3330554,87.48,0.97200006,0.6016591,90,0.61899084,0.5828095,A,Y,AY
4310006,87.38,0.97088885,0.65180933,90,0.6713532,0.583134,A,Y,AY
3960392,87.3,0.97,0.3099293,90,0.31951475,0.5834581,A,X,AX
7120129,87.3,0.97,0.8870415,90,0.91447574,0.58378226,A,Y,AY
5380775,87.14,0.9682222,0.5466046,90,0.56454456,0.58410585,A,Y,AY
4390666,87.0,0.96666664,0.43057317,90,0.44542053,0.5844289,A,X,AX
3270071,86.98,0.9664445,0.44316357,90,0.45855045,0.58475184,A,X,AX
3200802,86.9,0.96555555,0.88256025,90,0.914044,0.58507454,A,Y,AY
3200611,86.4,0.96000004,0.44160077,90,0.46000078,0.5853954,A,X,AX
2880769,86.3,0.95888895,0.36470532,90,0.38034156,0.58571583,A,X,AX
5400774,86.3,0.95888895,0.38972604,90,0.406435,0.58603626,A,X,AX
7210120,86.1,0.95666665,0.44166437,90,0.46167007,0.5863559,A,X,AX
6070796,86.06,0.9562222,0.6027923,90,0.6303894,0.5866755,A,Y,AY
4840835,86.0,0.95555556,0.50170743,90,0.52504265,0.5869948,A,Y,AY
2000201,86.0,0.95555556,0.42693344,90,0.4467908,0.5873142,A,X,AX
5960774,85.87,0.95411116,0.41257453,90,0.43241766,0.587633,A,X,AX
5520500,85.87,0.95411116,0.5170506,90,0.54191864,0.5879519,A,Y,AY
7140129,85.8,0.9533334,1.0724539,90,1.1249516,0.5882705,A,Z,AZ
4700122,85.78,0.9531111,0.58568054,90,0.6144934,0.588589,A,Y,AY
5770190,85.78,0.9531111,0.4135694,90,0.4339152,0.58890754,A,X,AX
10843,85.78,0.9531111,0.3351761,90,0.35166532,0.58922607,A,X,AX
8060600,85.7,0.95222217,0.5103926,90,0.5360016,0.5895443,A,Y,AY
8860467,85.6,0.9511111,0.89231986,90,0.9381868,0.5898621,A,Y,AY
4260129,85.6,0.9511111,0.8354834,90,0.8784288,0.5901799,A,Y,AY
8900218,85.57,0.95077777,0.3572184,90,0.3757118,0.5904976,A,X,AX
4150144,85.52,0.9502222,0.4391411,90,0.4621457,0.5908152,A,X,AX
7160580,85.5,0.95,0.3860634,90,0.40638253,0.59113264,A,X,AX
8120026,85.46,0.9495555,0.42624545,90,0.44888943,0.5914499,A,X,AX
4170631,85.43,0.9492222,0.5564822,90,0.5862507,0.5917672,A,Y,AY
3950635,85.43,0.9492222,0.4275728,90,0.4504454,0.5920844,A,X,AX
8150500,85.4,0.9488889,0.6179423,90,0.65122724,0.59240156,A,Y,AY
1930291,85.38,0.94866663,0.33400598,90,0.3520794,0.59271854,A,X,AX
7580856,85.3,0.9477778,0.7685135,90,0.8108583,0.5930353,A,Y,AY
6210396,85.130005,0.94588894,0.4968098,90,0.5252306,0.59335136,A,Y,AY
6060835,84.6,0.94,0.6016457,90,0.6400486,0.5936655,A,Y,AY
8630740,84.5,0.9388889,0.33643687,90,0.3583351,0.59397924,A,X,AX
2630027,84.3,0.9366667,0.6987067,90,0.74595016,0.5942922,A,Y,AY
8050822,84.3,0.9366667,0.7887994,90,0.84213454,0.59460527,A,Y,AY
1950500,84.1,0.9344444,0.6602963,90,0.70661914,0.5949175,A,Y,AY
5850083,83.86,0.9317778,0.45176202,90,0.4848388,0.5952289,A,X,AX
4110023,83.8,0.93111116,0.48097384,90,0.516559,0.59554005,A,Y,AY
5810296,83.77,0.9307777,0.388874,90,0.4177947,0.59585106,A,X,AX
680104,83.7,0.92999995,0.56018656,90,0.6023512,0.5961619,A,Y,AY
5420834,83.5,0.92777777,0.7302497,90,0.7870955,0.5964719,A,Y,AY
2980740,83.3,0.9255556,0.3241449,90,0.35021657,0.5967812,A,X,AX
5550074,83.3,0.9255556,0.32663456,90,0.35290647,0.5970905,A,X,AX
3110554,83.3,0.9255556,0.49140045,90,0.53092486,0.59739983,A,Y,AY
8670041,83.26,0.9251111,0.62953746,90,0.6804993,0.597709,A,Y,AY
2140058,83.21,0.92455554,0.5114446,90,0.5531789,0.59801793,A,Y,AY
2380600,83.2,0.92444444,0.58141845,90,0.62893826,0.59832686,A,Y,AY
7570240,83.2,0.92444444,0.43687117,90,0.472577,0.5986358,A,X,AX
1370578,83.2,0.92444444,0.2946379,90,0.31871888,0.5989448,A,X,AX
1300381,83.1,0.9233333,0.7004092,90,0.7585659,0.5992533,A,Y,AY
7350537,83.1,0.9233333,0.38220236,90,0.4139376,0.59956187,A,X,AX
8850306,83.02,0.9224444,0.353071,90,0.38275588,0.5998701,A,X,AX
580006,83.0,0.9222222,0.593746,90,0.643821,0.6001783,A,Y,AY
5170296,82.93,0.9214445,0.44505158,90,0.48299336,0.6004863,A,X,AX
1450496,82.91,0.92122227,0.34674677,90,0.3763986,0.6007941,A,X,AX
3760802,82.8,0.92,0.92980605,90,1.0106587,0.6011015,A,Z,AZ
5000038,82.700005,0.9188889,1.3036591,90,1.4187341,0.6014086,A,Z,AZ
1750783,82.7,0.91888887,0.43106726,90,0.46911794,0.6017157,A,X,AX
2080116,82.6,0.9177778,0.3945066,90,0.4298498,0.6020224,A,X,AX
2660699,82.5,0.9166667,0.5589416,90,0.60975444,0.6023287,A,Y,AY
3940769,82.5,0.9166667,0.33326778,90,0.36356485,0.6026351,A,X,AX
4870600,82.5,0.9166667,0.5422073,90,0.59149885,0.6029414,A,Y,AY
5170310,82.46,0.9162222,0.32760477,90,0.3575604,0.6032476,A,X,AX
640006,82.46,0.9162222,0.6067774,90,0.6622601,0.6035537,A,Y,AY
1340021,82.4,0.9155556,0.42024902,90,0.45900983,0.6038597,A,X,AX
5570411,82.2,0.9133333,0.7093596,90,0.7766711,0.60416496,A,Y,AY
1230531,82.13,0.9125555,0.36661696,90,0.40174758,0.6044699,A,X,AX
7070116,82.1,0.9122222,0.4359744,90,0.47792566,0.6047747,A,X,AX
5020489,82.1,0.9122222,0.41969165,90,0.46007612,0.60507953,A,X,AX
6580223,81.9,0.91,0.30095354,90,0.33071816,0.6053837,A,X,AX
1490554,81.68,0.9075556,0.4006352,90,0.44144428,0.60568696,A,X,AX
1520363,81.6,0.90666664,0.44666052,90,0.4926403,0.60598993,A,X,AX
7510169,81.58,0.9064445,0.52866656,90,0.58323103,0.60629284,A,Y,AY
1880635,81.5,0.90555555,0.40512478,90,0.44737706,0.6065955,A,X,AX
4850467,81.5,0.90555555,0.8501634,90,0.93883073,0.6068981,A,Y,AY
6190166,81.44,0.9048889,0.40636575,90,0.44907805,0.6072005,A,X,AX
2220190,81.42,0.90466666,0.40496138,90,0.447636,0.6075028,A,X,AX
1280223,81.3,0.90333337,0.27740774,90,0.3070934,0.6078047,A,X,AX
4320144,81.11,0.9012222,0.40895268,90,0.4537756,0.6081059,A,X,AX
6970392,81.1,0.90111107,0.2931788,90,0.32535258,0.608407,A,X,AX
8470127,81.1,0.90111107,0.49842322,90,0.55312073,0.6087081,A,Y,AY
3630122,81.090004,0.901,0.6143144,90,0.68181396,0.6090092,A,Y,AY
5320363,81.05,0.9005556,0.41994745,90,0.4663204,0.60931015,A,X,AX
190810,81.05,0.9005556,0.4094731,90,0.4546894,0.6096111,A,X,AX
5390580,80.9,0.8988889,0.39618814,90,0.4407532,0.6099115,A,X,AX
6260112,80.9,0.8988889,0.43122363,90,0.47972962,0.6102119,A,X,AX
7100092,80.76,0.8973334,0.7441831,90,0.82932734,0.61051184,A,Y,AY
5630295,80.72,0.8968889,0.29946262,90,0.3338904,0.61081153,A,X,AX
3100531,80.67,0.89633334,0.31742805,90,0.35414064,0.6111111,A,X,AX
2430310,80.67,0.89633334,0.37605417,90,0.41954723,0.6114106,A,X,AX
3110763,80.57,0.89522225,0.39160925,90,0.4374436,0.6117098,A,X,AX
810370,80.5,0.89444447,0.36423263,90,0.4072166,0.6120087,A,X,AX
2360422,80.5,0.89444447,0.7313772,90,0.81768876,0.6123076,A,Y,AY
1730077,80.3,0.8922223,0.38808888,90,0.43496883,0.61260575,A,X,AX
3080783,80.3,0.8922223,0.48185682,90,0.5400636,0.6129039,A,Y,AY
4950620,80.2,0.8911111,0.5060631,90,0.56790125,0.61320174,A,Y,AY
2220804,80.2,0.8911111,0.35120162,90,0.39411655,0.6134995,A,X,AX
1800201,80.13,0.8903333,0.37593463,90,0.42224035,0.61379707,A,X,AX
3940019,80.1,0.89,0.37954733,90,0.42645767,0.61409444,A,X,AX
3400381,80.1,0.89,0.74533004,90,0.8374495,0.61439186,A,Y,AY
3530190,80.020004,0.88911116,0.3284579,90,0.36942276,0.61468893,A,X,AX
1950426,80.0,0.8888889,0.5856801,90,0.6588901,0.614986,A,Y,AY
1140381,80.0,0.8888889,0.718526,90,0.80834174,0.6152831,A,Y,AY
3390596,80.0,0.8888889,0.45824394,90,0.51552445,0.61558014,A,Y,AY
5960058,79.840004,0.8871111,0.3337268,90,0.376195,0.6158766,A,X,AX
5790740,79.8,0.8866667,0.34157598,90,0.38523605,0.6161729,A,X,AX
4880500,79.8,0.8866667,0.62210226,90,0.701619,0.6164692,A,Y,AY
8950749,79.6,0.8844444,0.32668272,90,0.3693649,0.6167647,A,X,AX
6880272,79.6,0.8844444,0.51579785,90,0.58318853,0.61706024,A,Y,AY
6100749,79.5,0.8833333,0.63445103,90,0.71824646,0.61735547,A,Y,AY
3700578,79.5,0.8833333,0.37092355,90,0.41991344,0.6176507,A,X,AX
3200656,79.41,0.8823334,0.34639087,90,0.392585,0.6179455,A,X,AX
3070127,79.35,0.88166666,0.40143353,90,0.45531213,0.6182401,A,X,AX
3570804,79.24,0.8804444,0.31274757,90,0.35521558,0.6185343,A,X,AX
1920783,79.2,0.88,0.5037388,90,0.5724305,0.6188284,A,Y,AY
5430387,79.2,0.88,0.50172734,90,0.5701447,0.6191225,A,Y,AY
460250,79.12,0.8791112,0.43517953,90,0.49502218,0.61941636,A,X,AX
7580023,79.01,0.8778889,0.51217204,90,0.58341324,0.61970973,A,Y,AY
570021,79.0,0.87777776,0.39484823,90,0.4498271,0.62000304,A,X,AX
2130190,78.98,0.8775556,0.3407042,90,0.3882423,0.62029636,A,X,AX
2170071,78.97,0.87744445,0.40481806,90,0.46136034,0.62058955,A,X,AX
2680166,78.93,0.877,0.34820068,90,0.39703614,0.6208827,A,X,AX
3050363,78.9,0.87666667,0.4025341,90,0.45916438,0.62117565,A,X,AX
4710379,78.9,0.87666667,0.615721,90,0.70234334,0.62146866,A,Y,AY
3680834,78.7,0.8744444,0.5946505,90,0.6800324,0.6217609,A,Y,AY
3110345,78.63,0.87366664,0.38365906,90,0.43913668,0.62205285,A,X,AX
8210403,78.61,0.87344444,0.3682853,90,0.42164707,0.62234473,A,X,AX
4540291,78.6,0.87333333,0.29596537,90,0.33889166,0.62263656,A,X,AX
5790296,78.6,0.87333333,0.38304517,90,0.43860134,0.6229284,A,X,AX
6210638,78.43,0.87144446,0.42462292,90,0.48726332,0.62321967,A,X,AX
450507,78.42,0.8713333,0.4111868,90,0.47190532,0.62351084,A,X,AX
5390486,78.340004,0.8704445,0.41889343,90,0.48124084,0.62380177,A,X,AX
8780403,78.33,0.8703334,0.36605227,90,0.42058858,0.6240926,A,X,AX
6980350,78.32,0.8702222,0.4421779,90,0.50812066,0.6243834,A,Y,AY
7460381,78.3,0.87,0.6589829,90,0.7574516,0.6246741,A,Y,AY
3430634,78.270004,0.8696667,0.33518216,90,0.3854145,0.6249647,A,X,AX
8690291,78.25,0.86944443,0.35315388,90,0.4061834,0.6252553,A,X,AX
5300223,78.2,0.86888885,0.29208452,90,0.33615866,0.6255456,A,X,AX
2700381,78.1,0.86777776,0.63949203,90,0.73693067,0.6258356,A,Y,AY
5310500,78.05,0.86722225,0.6386081,90,0.73638344,0.6261254,A,Y,AY
4930026,78.04,0.86711115,0.3748895,90,0.43234307,0.6264152,A,X,AX
4590835,78.0,0.8666667,0.47805786,90,0.5516052,0.6267049,A,Y,AY
8470638,77.94,0.86600006,0.37855372,90,0.437129,0.62699425,A,X,AX
3250631,77.8,0.8644445,0.27491003,90,0.3180193,0.6272831,A,X,AX
5550031,77.7,0.8633333,0.31638762,90,0.36647218,0.62757164,A,X,AX
6210296,77.66,0.86288893,0.38137907,90,0.44197932,0.62786,A,X,AX
4740190,77.66,0.86288893,0.39130506,90,0.45348254,0.6281483,A,X,AX
4350296,77.57,0.8618889,0.3709414,90,0.43038192,0.6284363,A,X,AX
320004,77.4,0.86,0.8797088,90,1.0229173,0.62872374,A,Z,AZ
2630424,77.14,0.8571111,0.4991459,90,0.5823585,0.6290102,A,Y,AY
3220694,77.1,0.8566666,0.6739203,90,0.7866774,0.6292965,A,Y,AY
5370799,77.1,0.8566666,0.45937183,90,0.53623176,0.6295827,A,Y,AY
2340207,77.1,0.8566666,0.34868935,90,0.40703037,0.629869,A,X,AX
2540116,77.07,0.8563333,0.3695623,90,0.43156362,0.63015515,A,X,AX
7030112,76.8,0.85333335,0.45201173,90,0.52970123,0.6304403,A,Y,AY
8920441,76.76,0.85288894,0.7174381,90,0.84118587,0.6307253,A,Y,AY
2710760,76.56,0.85066664,0.30594411,90,0.3596522,0.63100964,A,X,AX
3780291,76.5,0.85,0.3356195,90,0.39484647,0.63129365,A,X,AX
8490122,76.36,0.84844446,0.51257426,90,0.60413414,0.6315772,A,Y,AY
3720596,76.3,0.8477778,0.43966988,90,0.51861453,0.6318605,A,Y,AY
1990041,76.24,0.8471111,0.5400151,90,0.6374785,0.63214356,A,Y,AY
240201,76.17,0.8463333,0.3767706,90,0.4451799,0.63242644,A,X,AX
1470219,76.15,0.8461111,0.42561176,90,0.5030211,0.6327092,A,Y,AY
4310629,76.1,0.84555554,0.36754915,90,0.43468362,0.63299173,A,X,AX
2220596,76.1,0.84555554,0.47289714,90,0.5592739,0.6332743,A,Y,AY
580370,76.0,0.84444445,0.40199253,90,0.4760438,0.6335565,A,X,AX
3780422,75.9,0.84333336,0.7980383,90,0.94629043,0.63383836,A,Y,AY
1570363,75.9,0.84333336,0.42241946,90,0.50089264,0.63412017,A,Y,AY
5960207,75.9,0.84333336,0.35633907,90,0.42253643,0.63440204,A,X,AX
620426,75.8,0.8422223,0.436013,90,0.5176935,0.6346835,A,Y,AY
4500804,75.61,0.84011114,0.33213133,90,0.39534214,0.6349642,A,X,AX
1090644,75.6,0.84,0.48477957,90,0.5771186,0.6352449,A,Y,AY
6300144,75.56,0.8395555,0.42738533,90,0.50906146,0.6355255,A,Y,AY
3200190,75.55,0.83944446,0.35793528,90,0.42639542,0.635806,A,X,AX
4370716,75.5,0.8388889,0.4706425,90,0.5610308,0.63608634,A,Y,AY
6,75.5,0.8388889,0.4696866,90,0.5598913,0.6363667,A,Y,AY
1820216,75.48,0.8386667,0.32951856,90,0.39290765,0.636647,A,X,AX
3790600,75.3,0.8366667,0.5549471,90,0.66328335,0.6369266,A,Y,AY
7370775,75.21,0.83566666,0.41384754,90,0.4952304,0.63720584,A,X,AX
1370728,75.1,0.8344444,0.3509733,90,0.42060718,0.63748467,A,X,AX
3680041,75.1,0.8344444,0.5641442,90,0.67607164,0.6377635,A,Y,AY
2290021,75.1,0.8344444,0.35668924,90,0.42745718,0.63804233,A,X,AX
